complaint,incident_date,county,incident_zip,complaint_type,complaint_description,recieved_date,incident_status_desc,incident_closed_date
140750,2023-03-31,Cecil,21920,"Air, Fumes, Odor",Severe chemical odor/ fumes coming from Appalachian Railcar/ Cathcart. Also noise concerns.,2023-03-31,Incident Closed-Managed,2023-04-03
140734,2023-03-29,Frederick,21757,Air,Dust from sand blasting & spray painting vehicles without containment.  Picture of dust submitted from 3/29/2023.,2023-03-31,Incident Closed-Managed,2023-06-21
140732,2023-03-29,Prince George's,,Other,Concern of dust from hired contractor to renovate property,2023-03-29,Incident Closed-Managed,2023-03-31
140729,,Baltimore,,Other,Roofing concern,2023-03-29,Incident Closed - No further action,2023-03-30
140728,,Baltimore,,Smoke,Neighbor is open burning,2023-03-28,Referred to Outside Agency,
140726,2023-03-26,Caroline,21629,"Odor, Smoke",Open burning yard waste creating a nuisance.,2023-03-30,Referred to Outside Agency,
140716,2023-03-27,Montgomery,20837,"Air, Fumes, Odor",Tar odors/ fumes causing health concerns at Poolesville High School. Is requesting that MDE test the air at Poolesville High School.,2023-03-27,Referred to Outside Agency,
140715,2023-03-27,Prince George's,,Other,concern of burning tire in Riverdale/College park,2023-03-27,Incident Closed-Managed,2023-03-29
140714,2023-03-27,Howard,21075,Odor,Concern of odor from asphalt plant on E windy day,2023-03-27,Incident Closed-Managed,2023-06-06
140713,2023-03-24,Dorchester,21835,Odor,Odor,2023-03-24,Incident Closed-Managed,2023-03-24
140712,2023-03-27,Montgomery,20837,"Air, Fumes, Odor",Tar odors/ fumes causing health concerns at Poolesville High School. Was informed MDE would being inspecting Poolesville High School from another parent.,2023-03-27,Incident Closed-Managed,2023-09-21
140710,2023-03-27,Montgomery,,"Air, Fumes, Odor, Smoke",Noxious odor throughout downtown Bethesda.,2023-03-27,Incident Closed-Managed,2023-03-28
140709,2023-03-27,Montgomery,,"Air, Fumes, Smoke",Smokey odors in air throughout Takoma Park and Silver Spring.,2023-03-27,Incident Closed-Managed,2023-03-28
140708,2023-03-22,Montgomery,20837,"Air, Fumes, Odor",Students and staff at Poolesville High School are being exposed to toxic fumes from roof tarring and construction activity.,2023-03-22,Referred to Outside Agency,
140707,2023-03-26,Anne Arundel,21060,Air,Odor,2023-03-28,Under Investigation,
140706,2023-03-27,Anne Arundel,,Air,"Burning plastic, acrid odor in the area.",2023-03-28,Incident Closed - No further action,2023-03-28
140705,2023-03-28,Not Yet Determined,,Air,Freon Release,2023-03-28,Referred to Outside Agency,
140704,2023-03-22,Carroll,21776,"Fumes, Odor, Open Burning",Open Burning at residence. Odors of burning plastics and oils.,2023-03-22,Referred to Outside Agency,
140700,,Harford,21001,Fugitive Dust/Particulate Matter,See complaint #140690,2023-03-26,Incident Closed-No Violation Observed,2023-03-27
140696,2023-03-22,Anne Arundel,21226,Odor,Odor Complaint,2023-03-22,Incident Closed - No further action,2023-03-22
140690,,Harford,,Fugitive Dust/Particulate Matter,Dust from crushing,2023-03-23,Incident Closed-No Violation Observed,2023-03-27
140676,2023-03-22,Anne Arundel,,Air,Smoke from neighbor smoking and burning incense inside apartment building.,2023-03-22,Incident Closed - No further action,2023-03-22
140674,,Baltimore,,Fugitive Dust/Particulate Matter,Dust from sawing,2023-03-21,Incident Closed-No Violation Observed,2023-03-28
140673,,Baltimore,21228,Smoke,Smoke coming from crematory stack.,2023-03-18,Incident Closed-No Violation Observed,2023-03-22
140671,2023-03-22,Frederick,21757,Air,Dust created from sandblasting & spray painting vehicles.  Dust crosses property line.  Pictures submitted.,2023-03-22,Under Investigation,
140670,2023-03-21,Frederick,21757,Air,Dust created from sand blasting and spray painting vehicles.  Dust crosses property line.  Pictures submitted.,2023-03-22,Under Investigation,
140654,2023-03-20,Anne Arundel,,Air,Smoke from neighbor's indoor wood burning stove.,2023-03-20,Incident Closed - No further action,2023-03-28
140652,2023-03-13,Queen Anne's,21638,Other,indoor air quality in a school,2023-03-15,Incident Closed-Managed,2023-03-15
140651,2023-03-14,Somerset,21853,Open Burning,Open burning creating a nuisance.,2023-03-14,Incident Closed-Managed,2023-03-15
140649,2023-03-17,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-03-17,Incident Closed-Managed,2023-03-17
140648,2023-03-12,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-03-12,Incident Closed-Managed,2023-03-17
140647,2023-03-10,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-03-10,Incident Closed-Managed,2023-03-17
140646,,Baltimore,,Fumes,Fumes coming from nearby farm,2023-03-17,Incident Closed - No further action,2023-03-17
140645,,St. Mary's,,Other,Question regarding burn,2023-03-13,Incident Closed - No further action,2023-03-17
140644,,Baltimore,,Other,White specks on car.,2023-03-13,Incident Closed - No further action,2023-03-17
140640,2023-03-10,Dorchester,21835,Odor,Odor Complaint,2023-03-10,Incident Closed - No further action,2023-03-10
140637,2023-03-01,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-03-01,Incident Closed-Managed,2023-03-15
140636,2023-02-28,Baltimore City,,Odor,That there is an industrial related odor in the Curtis Bay area.,2023-02-28,Incident Closed - No further action,2023-03-15
140635,2023-02-28,Baltimore City,,Air,Traffic lights causing long car idling which is bad for air quality.,2023-02-28,Incident Closed - No further action,2023-03-15
140634,2023-03-10,Anne Arundel,21060,Air,Rotten fish and trash odor in her neighborhood.,2023-03-15,Under Investigation,
140633,2023-03-01,Anne Arundel,21226,Odor,Odor Complaint,2023-03-01,Incident Closed - No further action,2023-03-01
140632,2023-03-01,Anne Arundel,21226,Odor,Odor Complaint,2023-03-01,Incident Closed - No further action,2023-03-01
140628,2023-02-22,Dorchester,21835,Odor,Odor Complaint,2023-02-22,Incident Closed - No further action,2023-02-22
140627,2023-03-13,Montgomery,,"Air, Odor, Smoke",Concerns regarding marijuana smoke infiltrating condominium unit from neighboring condominium units.,2023-03-13,Referred to Outside Agency,
140626,2023-03-08,Cecil,21904,"Air, Open Burning, Smoke","Open burning. Two burn pits, thick black smoke, neighbors had to flee.  One burn pit closer to the stream, one closer to the house.",2023-03-08,Referred to Outside Agency,
140624,2023-03-10,Anne Arundel,,Air,Explained as a gas & trash burning odor.,2023-03-13,Incident Closed-No Violation Observed,2023-03-13
140618,2023-03-09,Anne Arundel,21060,Air,Foul odor detected in the neighborhood.  Odor survey to be conducted.,2023-03-10,Under Investigation,
140616,,Baltimore,,Odor,Odors in Perry Hall,2023-03-10,Incident Closed - No further action,2023-03-10
140614,,Baltimore,,Smoke,Black smoke and big bang,2023-03-09,Incident Closed - No further action,2023-03-10
140613,,Baltimore,,Odor,Manure odors,2023-03-09,Incident Closed - No further action,2023-03-10
140612,,Baltimore,,Odor,Mulch odors,2023-03-09,Incident Closed - No further action,2023-03-10
140610,2023-03-07,Montgomery,20837,"Air, Fumes, Odor",Tar odors from construction at Poolesville High School. Concerned with health effects.,2023-03-07,Referred to Outside Agency,
140607,2023-03-09,Anne Arundel,21122,Air,"Several implosion sounds, house shook, black smoke plumes in the air.  Pictures attached.
One additional complaint came in today about the sound situation.  That Complainant from Harford County mentioned Aberdeen.",2023-03-10,Under Investigation,
140593,2023-03-05,Wicomico,21801,Odor,Intermittent odor from unknown source in industrial park,2023-03-07,Incident Closed-Managed,2023-03-07
140590,2023-03-06,Wicomico,21830,Other,Leaking DAF storage tank,2023-03-06,Referred to LMA,
140587,2023-03-03,Howard,,Other,concern of gas leak in the area,2023-03-03,Incident Closed-Managed,2023-03-06
140585,2023-02-28,Not Yet Determined,,Other,concern of illegal painting booth,2023-03-06,Incident Closed-Managed,2023-03-06
140582,2023-03-03,Frederick,,Air,Dust from sandblasting vehicles and overspray from spray painting vehicles.  Dust & overspray accumulating on his vehicle and into his house next door.,2023-03-06,Clean-up Initiated,
140576,2023-03-02,Anne Arundel,,Air,Smoke from open burning.,2023-03-03,Incident Closed - No further action,2023-03-10
140569,2023-03-01,Frederick,21757,Air,Dust from sandblasting outside and from inside building.  Spray paint overspray& dust traveling through air to neighbor's house,2023-03-02,Clean-up Initiated,
140560,2023-02-24,Washington,21782,Fugitive Dust/Particulate Matter,Dust-Unknown Substance,2023-02-24,Incident Closed - No further action,2023-03-15
140558,2023-02-24,Carroll,,"Air, Fugitive Dust/Particulate Matter",Concerned with reports online of white ash falling from the sky in areas of Maryland. Would like to know if MDE has a plan of action for the concerns.,2023-02-24,Incident Closed-Managed,2023-02-27
140556,2023-02-23,Washington,21782,Fugitive Dust/Particulate Matter,Dust-Unknown Substance,2023-02-24,Incident Closed - No further action,2023-03-15
140555,2023-02-23,Wicomico,21804,Open Burning,Open burning creating nasty smoke.,2023-02-23,Incident Closed-No Violation Observed,2023-02-28
140549,2023-02-24,Washington,,Fugitive Dust/Particulate Matter,Dust-Unknown Substance,2023-02-24,Incident Closed - No further action,2023-03-15
140547,2023-02-24,Washington,,Fugitive Dust/Particulate Matter,Dust-Unknown Substance,2023-02-24,Incident Closed - No further action,2023-03-15
140544,,Baltimore,,Fugitive Dust/Particulate Matter,White ash falling from sky,2023-02-24,Incident Closed - No further action,2023-02-24
140543,,Baltimore,,Fugitive Dust/Particulate Matter,Suspicious powder on her vehicles,2023-02-24,Incident Closed - No further action,2023-02-24
140541,2023-02-24,Anne Arundel,21060,Air,"Foul, pungent odor detected in the Tanyard Cove neighborhood.",2023-02-24,Incident Closed-No Violation Observed,2023-03-03
140540,2023-02-23,Anne Arundel,21225,Air,"Smoke odor, possibly from neighbor burning trash in their yard.",2023-02-24,Incident Closed-No Violation Observed,2023-03-01
140539,2023-02-23,Anne Arundel,21060,Air,"Dead fish, sulfur odor detected near 6730 Baymeadow Drive.",2023-02-24,Incident Closed-No Violation Observed,2023-03-01
140538,2023-02-23,Anne Arundel,21060,Air,"Dead fish, sulfur odor detected in the air in her neighborhood.",2023-02-24,Incident Closed-No Violation Observed,2023-03-01
140537,2023-02-22,Prince George's,,Other,Concern of asphalt plant smell in the area,2023-02-22,Incident Closed-Managed,2023-02-24
140535,,Baltimore,,ARA AQCP non-regulated entity,Air pollution from aircraft.,2023-02-23,Incident Closed - No further action,2023-02-24
130532,,Baltimore,,Other,Neighbor is venting exhaust.,2023-02-23,Incident Closed - No further action,2023-02-23
130528,2023-02-15,Baltimore City,,Open Burning,A business is barrel burning at Westside Shopping Center by Frederick Avenue.,2023-02-15,Incident Closed-Managed,2023-02-22
130527,2023-02-19,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-02-19,Incident Closed-Managed,2023-02-22
130526,2023-02-16,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-02-16,Incident Closed-Managed,2023-02-22
130525,2023-02-09,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-02-09,Incident Closed-Managed,2023-02-22
130524,2023-02-07,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-02-07,Incident Closed-Managed,2023-02-22
130523,2023-02-21,Howard,,Other,illegal auto body shop,2023-02-21,Incident Closed-Managed,2023-03-15
130519,,Baltimore,,Odor,Odors coming from county sewer line project.,2023-02-21,Incident Closed - No further action,2023-02-21
130518,,Baltimore,,Odor,Odors coming from county project of relining the sewer pipes.,2023-02-17,Incident Closed - No further action,2023-02-21
130517,2023-02-16,Dorchester,21613,Open Burning,Open burning done by landscaping company creating a nuisance.,2023-02-16,Incident Closed-Managed,2023-02-27
130507,2023-02-05,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-02-05,Incident Closed-Managed,2023-02-16
130506,2023-01-31,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-01-31,Incident Closed-Managed,2023-02-16
130505,2023-01-29,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-01-29,Incident Closed-Managed,2023-02-16
130504,2023-01-24,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-01-24,Incident Closed-Managed,2023-02-16
130503,2023-01-22,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-01-22,Incident Closed-Managed,2023-02-16
130502,2023-01-17,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-01-17,Incident Closed-Managed,2023-02-16
130501,2023-02-16,Caroline,21670,Open Burning,Landscaping company open burning materials,2023-02-16,Referred to WMA,
130500,,Baltimore,,Odor,Unknown odor,2023-02-15,Incident Not Applicable to MDE,
130499,,Baltimore,,Odor,Unknown odors,2023-02-15,Incident Not Applicable to MDE,
130498,2023-02-10,Washington,21740,Other,Improper Ventilation- Autobody,2023-02-10,Under Investigation,
130497,2023-02-14,Baltimore,,Odor,Indoor odors,2023-02-15,Incident Not Applicable to MDE,
130496,2023-02-14,Anne Arundel,,Air,"Heavy equipment & repair shop burning plastic, transmission fluid and car parts.  Currently, in Court with County about Zoning.",2023-02-16,Under Investigation,
130495,2023-02-10,Washington,21756,"Open Burning, Other",Open Burning Construction Debris,2023-02-10,Referred to Outside Agency,
130488,2023-02-09,Montgomery,,"Air, Smoke",Neighbors in condominium complex have wood burning fireplaces. Also concerned with tobacco smoke entering the condominium from outside.,2023-02-09,Incident Closed-Managed,2023-02-14
130478,2023-02-10,Frederick,,Air,Neighbor blowing off concrete forms with compressed air and creating dust.,2023-02-10,Incident Closed - No further action,2023-02-16
130477,,Baltimore,,Open Burning,Neighbor is burning wood and spreading the ashes on his lawn.,2023-02-09,Incident Closed - No further action,2023-02-10
